SYSTEM_NO,SYSTEM_NAM,HQNAME,ADDRESS,CITY,STATE,ZIP,ZIP_EXT,POP_SERV,CONNECTION,AREA_SERVE
4490003,WATSONVILLE WATER RECYCLING PROJECT,KEVIN SILVIERA,CITY OF WATSONVILLE,WATSONVILLE,CA,95077,5000,0,0,WASTEWATER GENERATOR
4490004,PASATIEMPO GOLF COURSE,,,,,,,0,1,
4490005,SANTA CRUZ RECYCLED WATER PROGRAM,,,,,,,0,1,
4490015,SANTA CRUZ RECYCLED WATER PROGRAM,,,SANTA CRUZ,CA,95060,,0,1,
4500001,"SHASTA CSA - KESWICK,  #25",SHASTA CO CSA #,1855 PLACER STREET,KESWICK,CA,96001,,475,208,SHASTA CO CSA #25 KESWICK
4500002,CALIFORNIA KAMLOOPS,CALIFORNIA KAMLOOPS,P O BOX 990133,LAKEHEAD,CA,96051,,36,7,
4500003,MEL MAR MUTUAL WATER CO,MEL MAR MUTUAL WATER CO,P O BOX 76,PALO CEDRO,CA,96073,,300,92,
4500004,S&S ENTERPRISES - INACTIVE,,,,CA,,,0,0,
4500005,SHASTA LAKE SUBDIV UNIT 4 - INACTIVE,,,,CA,,,0,0,
4500006,"SHASTA CSA - SUGARLOAF, #2",SHASTA CO CSA #,1855 PLACER ST,LAKEHEAD,CA,96051,,160,60,SHASTA CO CSA #2 SUGARLOAF
4500007,VERDE VALE WATER COMPANY,VERDE VALE WATER COMPANY,P O BOX 1162,ANDERSON,CA,96007,,294,102,
4500008,LAKESHORE VILLA MUTUAL WATER CO,LAKESHORE VILLA MUTUAL WATER CO,P O BOX 532,LAKEHEAD,CA,96051,,134,48,LAKESHORE VILLA MUTUAL WATER C
4500009,CORTLAND PINES MUTUAL WATER CO,CORTLAND PINES MUTUAL WATER CO,P O BOX 578,SHINGLETOWN,CA,96088,,90,33,
4500011,ANDREINI BUSINESS PARK WATER SYSTEM,ANDREINI BUSINESS PARK WATER SYSTEM,2220 S CABRILLO HWY,REDDING,CA,96002,,130,47,ANDREINI BUSINESS PARK WATER S
4500012,CASCADE RACQUET CLUB MUTUAL WATER,CASCADE RACQUET CLUB MUTUAL WATER,P O BOX 494071,REDDING,CA,96002,,92,28,CASCADE RACQUET CLUB MUTUAL WA
4500013,LAKESIDE WOODS MUTUAL WATER CO,LAKESIDE WOODS MUTUAL WATER CO,P O BOX 25,LAKEHEAD,CA,96051,,310,92,
4500014,LAKESHORE HEIGHTS MUTUAL WATER,LAKESHORE HEIGH,P O BOX 313,LAKEHEAD,CA,96051,,225,92,
4500015,"SHASTA CSA - CASTELLA, #3",SHASTA CO CSA #,1855 PLACER ST,CASTELLA,CA,96017,,252,90,SHASTA CO CSA #3 CASTELLA
4500016,LAKEHEAD SUBD MUTUAL WATER CO,LAKEHEAD SUBD MUTUAL WATER CO,21447 COLEMAN,LAKEHEAD,CA,96051,,40,19,LAKEHEAD SUBD MUTUAL WATER CO
4500017,MOOSE CAMP,MOOSE CAMP RECREATIONAL CAMP LTD,P O BOX 491587,HATCHET MOUNTAIN,CA,96065,,50,50,MOOSE CAMP RECREATIONAL CAMP LTD
4500018,SALT CREEK SUMMER HOMES,SALT CREEK SUMMER HOMES,P O BOX 993023,LAKEHEAD,CA,96051,,136,47,SALT CREEK SUMMER HOMES
4500019,KREME KING - ALAMO MOTEL,KREME KING - ALAMO MOTEL,D MANN,COTTONWOOD,CA,96022,,0,0,
4500020,TRAIL IN RV CAMPGROUND,TRAIL IN RV CAMPGROUND,5199 AIRPORT RD,LAKEHEAD,CA,96051,,97,43,TRAIL IN RV CAMPGROUND
4500021,USFS/LASSEN BIG PINE CAMPGROUN,USFS/LASSEN BIG PINE CAMPGROUN,55 S SACRAMENTO ST,OLD STATION,CA,96071,,100,2,
4500022,"HAT CREEK WATER COMPANY, LLC",HAT CREEK WATER,43000 MOUNTAIN HOUSE RD,OLD STATION,CA,96071,,50,62,"HAT CREEK WATER COMPANY, LLC"
4500023,HAT CREEK HIGHLANDS MUTUAL WATER CO,HAT CREEK HIGHLANDS MUTUAL WATER CO,P O BOX 62,OLD STATION,CA,96071,,75,43,HAT CREEK HIGHLANDS MUTUAL WATER CO
4500024,USFS/LASSEN HAT CREEK CAMPGRND,USFS/LASSEN HAT CREEK CAMPGRND,2550 RIVERSIDE DR,HAT CREEK,CA,96040,,365,28,
4500025,USFS/LASSEN CAVE & SUBWAY CAVE,USFS/LASSEN CAVE & SUBWAY CAVE,55 S SACRAMENTO ST,OLD STATION,,96071,,0,14,
4500026,USFS/LASSEN BRIDGE PICNIC/CAMP,USFS/LASSEN BRIDGE PICNIC/CAMP,2550 RIVERSIDE DR,OLD STATION,CA,96071,,50,9,
4500027,BIG SPRINGS MUTUAL WATER SYSTEM,BIG SPRINGS MUTUAL WATER SYSTEM,P O BOX 132,OLD STATION,CA,96071,,52,22,BIG SPRINGS MUTUAL WATER SYSTEM
4500028,"SHASTA CSA - CRAGVIEW, #23",SHASTA CO CSA #,1855 PLACER ST,DUNSMUIR,CA,96025,,218,70,SHASTA CO CSA #23 CRAGVIEW
4500029,POINT MC CLOUD - INACTIVE,POINT MC CLOUD,_,PT MC CLOUD,CA,,,25,6,
4500030,USFS/LASSEN HAT CR WORK CENTER,USFS/LASSEN HAT CR WORK CENTER,2550 RIVERSIDE DR,HAT CREEK,CA,96040,,75,12,
4500033,BLM-READING ISLAND C.G.,COTTONWOOD              CA96022    5,355 HEMSTED DR,COTTONWOOD,CA,96022,,25,8,
4500034,POLLARD FLAT CAMPGROUND - INACTIVE,,,,CA,,,0,0,
4500035,SISKIYOU FOREST PRODUCTS,SISKIYOU FOREST PRODUCTS,P O BOX 811,ANDERSON,CA,96007,,75,2,SISKIYOU FOREST PRODUCTS
4500036,COLEMAN NATIONAL FISH HATCHERY,ANDERSON                CA96007    5,,ANDERSON,CA,96007,berg,36,14,
4500037,WHEELABRATOR SHASTA ENERGY,WHEELABRATOR SHASTA ENERGY,20811 INDUSTRY RD,ANDERSON,CA,96007,,57,8,
4500038,DARRAH SPRINGS FISH HATCHERY,PAYNES CREEK            CA96075    6,,PAYNES CREEK,CA,96075,TO,20,12,
4500039,CRYSTAL LAKE FISH HATCHERY,BURNEY                  CA96013    6,,BURNEY,CA,96013,on,14,8,
4500040,AMERICAN CHRISTIAN ACADEMY INC,AMERICAN CHRISTIAN ACADEMY INC,PAUL SIEFER,ANDERSON,CA,96007,,0,2,
4500041,ANDERSON UNION HIGH SCHOOL,ANDERSON UNION HIGH SCHOOL,1469 FERRY ST,ANDERSON,CA,96007,,700,2,
4500051,Greene Acres Prop. O.A.,,Bassetts Corner-crossrd Hwy 49/Gold Lk R,Sierra City,CA,96125,,35,1,Greene Acres Property Owners Association
4500053,ANTLERS RESORT & MARINA,ANTLERS RESORT & MARINA,P O BOX 140,LAKEHEAD,CA,96051,,115,35,ANTLERS RESORT & MARINA
4500054,BALLS FERRY FISHING RESORT,BALLS FERRY FISHING RESORT,22033 KIMBERLY RD,ANDERSON,CA,96007,,204,75,
4500056,BIXBY KNOLLS MOBILEHOME PARK - INACTIVE,,,,CA,,,0,0,
4500058,BURNEY FALLS TRAILER PARK,BURNEY FALLS TRAILER PARK,37985 CLARK CREEK RD,BURNEY,CA,96013,,50,35,GURNEY FALLS TRAILER PARK
4500061,PG&E - CASSEL CAMPGROUND,PG&E - CASSEL CAMPGROUND,3600 MEADOWVIEW DR,CASSEL,CA,96016,,80,10,PG&E - CASSEL CAMPGROUND
4500062,LONE TREE MOBILE HOME PARK,LONE TREE MOBILE HOME PARK,22890 BLUE JAY LN,COTTONWOOD,CA,96022,,92,28,LONE TREE MOBILE HOME PARK
4500063,CEDAR CREEK MOBILEHOME PARK,CEDAR CREEK MOBILEHOME PARK,10139 CRAM GULCH RD,ROUND MOUNTAIN,CA,96084,,20,20,CEDAR CREEK MOBILEHOME PARK
4500065,CLEAR CREEK MOBILEHOME ESTATES,CLEAR CREEK MOBILEHOME ESTATES,ROBERT THOMPSON,FRENCH GULCH,CA,96033,,250,85,
4500066,CLEAR CREEK MOBILE PARK,CLEAR CREEK MOBILE PARK,P O BOX 1635,REDDING,CA,96001,,86,40,
4500069,CRYSTAL CASSEL MOBILE HOME PARK - INACTI,PACKWAY DEVELOPMENT ASSOC.,POB 777,HAT CREEK,CA,96016,,60,18,
4500071,DIGGER BAY MARINA,DIGGER BAY MARINA,10300 BRIDGE BAY RD,SHASTA LAKE,CA,96001,,25,2,
4500072,HAT CREEK RESORT & RV PARK,HAT CREEK RESOR,16458 BOLSA CHICA ST # 565,OLD STATION,CA,96071,,170,70,HAT CREEK RESORT & RV PARK
4500073,FRONTIER MOBILEHOME PARK,FRONTIER MOBILEHOME PARK,JACK TOMPKINS,COTTONWOOD,CA,96022,,0,50,
4500074,GOTCHA CREEK MOBILEHOME PARK,WALTER LEACHMAN,3955 BALLS FERRY RD,COTTONWOOD,CA,96022,,72,12,
4500076,E & G RESORT,E & G RESORT,PO BOX 28,BIG BEND,CA,96011,,35,7,E & G RESORT
4500078,LAKEHEAD CAMPGROUND & RV PARK,LAKEHEAD CAMPGROUND & RV PARK,P O BOX 646,LAKEHEAD,CA,96051,,150,59,LAKEHEAD CAMPGROUND & RV PARK
4500080,LAKESHORE VILLA RV PARK,LAKESHORE VILLA RV PARK,20672 LAKESHORE DR,LAKEHEAD,CA,96051,,55,77,DONEY CREEK LAKESHORE VILLA RV PARK
4500081,LAZY LANDING MOBILE HOME PARK,LAZY LANDING MOBILE HOME PARK,6734 RIVERLAND DR,REDDING,CA,96002,,250,113,LAZY LANDING MOBILEHOME PARK
4500082,MIDWAY MOBILEHOME PARK,MIDWAY MOBILEHOME PARK,18813 OVERLAND DR,ANDERSON,CA,96007,,50,29,MIDWAY BOBILEHOME PARK
4500083,PG&E - McCUMBER CAMPGROUND,PG&E - McCUMBER CAMPGROUND,3600 MEADOWVIEW DR,SHINGLETOWN,CA,96088,,40,12,PG&E - McCUMBER CAMPGROUND
4500084,MCARTHUR MOBILEHOME PARK,MCARTHUR MOBILEHOME PARK,452 MORAGA WAY,MCARTHUR,CA,96056,,99,41,MCARTHUR MOBILEHOME PARK
4500085,MILL CREEK ECO RESORT,MILL CREEK ECO RESORT,6 ADMIRAL DR # 391,SHINGLETOWN,CA,96088,,59,26,
4500086,PG&E - NORTHSHORE CAMPGROUND,PG&E - NORTHSHORE CAMPGROUND,3600 MEADOWVIEW DR,BURNEY,CA,96013,,75,10,PG&E - NORTHSHORE CAMPGROUND
4500088,PACHECO TRAILER CT - INACTIVE,,,,CA,,,0,0,
4500089,PINE RIDGE PARK ESTATES,PINE RIDGE PARK ESTATES,P O BOX 78,SHINGLETOWN,CA,96088,,57,27,
4500090,MT LASSEN / SHINGLETOWN RV PARK INC,MT LASSEN / SHINGLETOWN RV PARK INC,7749 KOA RD,SHINGLETOWN,CA,96088,,171,52,MT LASSEN / SHINGLETOWN RV PARK INC
4500091,BIG BEND MOBILE ESTATES,BIG BEND MOBILE ESTATES,P O BOX 280,BIG BEND,CA,96011,,29,21,BIG BEND MOBILE ESTATES
4500092,RIVER BREEZE MOBILE HOME PARK,R & R MOBILEHOME PARK,4361 CLAY ST,REDDING,CA,96002,,105,32,R & R MOBILEHOME PARK
4500093,RED HILL MOBILEHOME PARK,RED HILL MOBILEHOME PARK,4042 BANCROFT DR,ANDERSON,CA,96007,,35,24,RED HILL MOBILEHOME PARK
4500094,RIVERLAND MOBILEHOME PARK,RIVERLAND MOBILEHOME PARK,729 SUNRISE AVE #303,REDDING,CA,96002,,274,92,RIVERLAND MOBILEHOME PARK
4500097,SALT CREEK RESORT LLC,SALT CREEK RESORT LLC,42745 BOSCELL RD,LAKEHEAD,CA,96051,,52,21,SALT CREEK RESORT LLC
4500098,SHADY HILL MOBILE HOME PARK,SHADY HILL MOBILEHOME PARK,4423 GREEN VALLEY RD,ANDERSON,CA,96007,,45,21,SHADY HILL MOBILEHOME PARK
4500099,SHASTA LAKE RV RESORT,SHASTA LAKE RV RESORT,P O BOX 450,LAKEHEAD,CA,96051,,140,60,SHASTA LAKE RV RESORT
4500100,SHASTA MARINA RESORT,SHASTA MARINA RESORT,18390 O BRIEN INLET RD,O'BRIEN,CA,96070,,235,27,SHASTA MARINA RESORT
4500101,LAKE SHASTA PINES RV PARK & CAMPGROUND,LAKE SHASTA PINES RV PARK & CAMPGROUND,P O BOX 87,LAKEHEAD,CA,96051,,101,66,BIG HORSE RESORT & RV
4500102,BEAR MOUNTAIN RV RESORT,BEAR MOUNTAIN RV PARK,14216 BEAR MOUNTAIN RD,REDDING,CA,96003,,100,88,
4500104,SUNRISE MOBILEHOME PARK,SUNRISE MOBILEHOME PARK,161 PIXLEY ST,ANDERSON,CA,96007,,25,16,SUNRISE MOBILEHOME PARK
4500105,WHISPERING WATERS TRAILER PARK - INACTIV,,,,CA,,,0,0,
4500106,RIO VISTA MOBILEHOME ESTATES,RIO VISTA MOBILEHOME ESTATES,6934 RIVERLAND DR #20,REDDING,CA,96002,,25,19,RIO VISTA MOBILEHOME ESTATES
4500107,ZUFALL S MOBILEHOME PARK,ZUFALL S MOBILEHOME PARK,7252 WHITEHOUSE DR #89,ANDERSON,CA,96007,,140,72,
4500110,SILVERTHORN RESORT,SILVERTHORN RESORT,P O BOX 1090,REDDING,CA,96003,,175,10,
4500111,SOUTH CLEAR CREEK WATER ASSOC,SOUTH CLEAR CREEK WATER ASSN,2147 RANCHERIA RD,REDDING,CA,96001,,63,18,
4500113,HOLIDAY HARBOR INC,HOLIDAY HARBOR INC,20061 SHASTA CAVERNS RD,O'BRIEN,CA,96070,,200,35,HOLIDAY HARBOR INC
4500114,FIRESIDE VILLAGE,FIRESIDE VILLAGE,17758 DOTY RD,HAT CREEK,CA,96040,,25,3,
4500116,BIG WHEELS RESORT,BIG WHEELS RESORT,P O BOX 87,SHINGLETOWN,CA,96088,,90,2,BIG WHEELS RESORT
4500119,SHASTA LIVESTOCK AUCTION YARD,SHASTA LIVESTOCK AUCTION YARD,_  P O BOX                   5,COTTONWOOD,CA,96022,,25,1,
4500120,CAMP SHASTA COFFEE COMPANY,CAMP SHASTA COFFEE COMPANY,20766 LAKESHORE DR,LAKEHEAD,CA,96051,,35,1,
4500122,CLARK CREEK LODGE,CLARK CREEK LODGE,LARRY WILLMORE,BURNEY,CA,96013,,0,0,
4500123,OK CORRAL,OK CORRAL,19270_  EIGHMY              RD,COTTONWOOD,CA,96022,,25,1,
4500126,ENTERPRISE FLYING CLUB,ENTERPRISE FLYING CLUB,DON LYNN,REDDING,CA,96002,,30,1,
4500128,FRENCH GULCH HOTEL,FRENCH GULCH HOTEL,_  P O                       B,FRENCH GULCH,CA,96033,,25,1,
4500130,AMIGOS ON THE RIVER INC-RAFTERS LANDING,AMIGOS ON THE RIVER INC,1542 CLAUDE LN,ANDERSON,CA,96007,,75,1,AMIGOS ON THE RIVER INC
4500131,HILLCREST LODGE,HILLCREST LODGE,P O BOX 285,HILLCREST,CA,96065,,40,5,
4500136,KLUB KLONDIKE,KLUB KLONDIKE,P O BOX 688,LAKEHEAD,CA,96051,,35,2,KLUB KLONDIKE
4500138,PONDEROSA PINES BAR & GRILL,PONDEROSA PINES BAR & GRILL,48864 SAUVIGNON CT,SHINGLETOWN,CA,96088,,35,2,PONDEROSA PINES BAR & GRILL
4500139,MILLVILLE CAFE,MILLVILLE CAFE,P O BOX 205,MILLVILLE,CA,96062,,0,2,
4500140,McGEE S CORNER SALOON,McGEE S CORNER SALOON,5533 DESCHUTES RD,ANDERSON,CA,96007,,50,4,McGEE S CORNER SALOON
4500142,STOTTS & SONS - EMERALD INN - INACTIVE,,,,CA,,,0,0,
4500143,ROOSTER S LANDING,ROOSTER S LANDING,23100 FORE WAY LANE,ANDERSON,CA,96007,,65,22,ROOSTER'S LANDING
4500144,WALDEN COMMUNITY WS - INACTIVE,,,,CA,,,0,0,
4500146,POLLARD FLAT,POLLARD FLAT,24235 EAGLES ROOST RD,LAKEHEAD,CA,96051,,84,11,
4500148,JONES-SHELTON WATER SYSTEM,JONES-SHELTON WATER SYSTEM,28482 HWY 44,SHINGLETOWN,CA,96088,,40,4,
4500149,REDDING TRAVEL CENTER,REDDING TRAVEL CENTER,19483 KNIGHTON RD,REDDING,CA,96002,,120,1,
4500151,FLIGHTLINE INN,FLIGHTLINE INN,7755_  AIRPORT             DR,REDDING,CA,96001,,25,1,
4500153,SHASTA DISTRICT FAIR,ANDERSON                CA96007    6   1,,ANDERSON,CA,96007,an,10200,1,
4500155,SHINGLE SHACK,SHINGLE SHACK,P O BOX 11,SHINGLETOWN,CA,96088,,65,2,
4500156,SHOTGUN CREEK CAFE,SHOTGUN CREEK CAFE,_  ST RTE BOX                4,DUNSMUIR,CA,96025,,70,3,
4500157,WHITMORE TAVERN,WHITMORE TAVERN,_  PO BOX,WHITMORE,CA,96096,,25,15,
4500160,PACHECO ELEMENTARY SCHOOL,PACHECO ELEMENTARY SCHOOL,7424 PACHECO RD,REDDING,CA,96002,,350,1,PACHECO ELEMENTARY SCHOOL
4500161,PRAIRIE ELEMENTARY SCHOOL,PRARIE ELEMENTARY SCHOOL,7424 PACHECO RD,REDDING,CA,96007,,395,1,
4500162,INDIAN SPRINGS SCHOOL,INDIAN SPRINGS SCHOOL,P O BOX 70,BIG BEND,CA,96011,,25,1,
4500163,JUNCTION SCHOOL DISTRICT,JUNCTION SCHOOL DISTRICT,9087 DESCHUTES RD,PALO CEDRO,CA,96073,,250,2,JUNCTION SCHOOL DISTRICT
4500167,AUCTION MART SNACK BAR,AUCTION MART SNACK BAR,21005 FIG TREE LN,REDDING,CA,96002,,160,3,
4500169,CEDAR CREEK SCHOOL,CEDAR CREEK SCHOOL,P O BOX 368,ROUND MOUNTAIN,CA,96084,,25,1,CEDAR CREEK SCHOOL
4500170,MONTGOMERY CREEK SCHOOL,MONTGOMERY CREEK SCHOOL,P O BOX 368,MONTGOMERY CREEK,CA,96065,,95,1,
4500173,CASSEL PARK MUTUAL WATER CO,CASSEL PARK MUTUAL WATER CO,P O BOX 57,CASSEL,CA,96016,,131,71,CASSEL PARK MUTUAL WATER CO
4500174,LOUISIANA PACIFIC FIBERBOARD,LOUISIANA PACIFIC FIBERBOARD,_  P O BOX                   2,STANDARD,CA,95373,,290,6,
4500175,SIERRA PACIFIC LUMBER MILL,SIERRA PACIFIC LUMBER MILL,_  DRAWER Y SAMOA      RD,ARCATA,CA,95521,,120,1,
4500178,LAKESHORE VILLA CENTER,LAKESHORE VILLA CENTER,P O BOX 2110,LAKEHEAD,CA,96051,,200,4,LAKESHORE VILLA CENTER
4500179,TOP HAT RESTAURANT,TOP HAT RESTAURANT,P O BOX 742,LAKEHEAD,CA,96051,,60,1,
4500180,MILLVILLE ELEMENTARY SCHOOL,MILLVILLE ELEMENTARY SCHOOL,8570 BROOKDALE RD,MILLVILLE,CA,96062,,240,1,
4500181,WHITMORE UNION ELEM SCHOOL,WHITMORE UNION ELEM SCHOOL,P O BOX 10,WHITMORE,CA,96096,,40,1,
4500182,FRENCH GULCH WHISKEYTOWN SCHOOL,FRENCH GULCH WHISKEYTOWN SCHOO,ARDETH L ZOLL,FRENCH GULCH,CA,96033,,100,10,
4500183,BLACK BUTTE ELEMENTARY SCHOOL,BLACK BUTTE ELEMENTARY SCHOOL,7752 PONDEROSA WAY,SHINGLETOWN,CA,96088,,360,2,
4500184,SUGARLOAF COTTAGES,SUGARLOAF COTTAGES,P O BOX 768,LAKEHEAD,CA,96051,,78,16,SUGARLOAF COTTAGES
4500185,TSASDI RESORT,TSASDI RESORT,19990 LAKESHORE DR,LAKEHEAD,CA,96051,,75,16,
4500186,CANYON ELEMENTARY SCHOOL,CANYON ELEMENTARY SCHOOL,4411 MOUNTAIN LAKES BLVD,LAKEHEAD,CA,96051,,150,1,
4500187,TRINITY MEADOWS INC,TRINITY MEADOWS INC,17351 TRINITY MOUNTAIN RD,FRENCH GULCH,CA,96033,,60,12,
4500188,IGO ONO SCHOOL,IGO ONO SCHOOL,P O BOX 250,IGO,CA,96047,,130,1,
4500189,ROSEBURG LUMBER CO. MILL #4,ROSEBURG FOREST PRODUCTS,P.O. BOX 697,ANDERSON,CA,96007,,89,7,
4500190,OAK RUN ELEMENTARY SCHOOL,OAK RUN ELEMENTARY SCHOOL,P O BOX 48,OAK RUN,CA,96069,,97,1,
4500191,SIERRA PACIFIC IND - ANDERSON,SIERRA PACIFIC IND - ANDERSON,P O BOX 10939,ANDERSON,CA,96007,,250,6,SIERRA PACIFIC IND - ANDERSON
4500192,SHASTA LAKE MOTEL,SHASTA LAKE MOTEL,P O BOX 470,LAKEHEAD,CA,96051,,30,2,
4500193,VERDE VALE ELEMENTARY SCHOOL,VERDE VALE ELEMENTARY SCHOOL,1645 W MILL ST,ANDERSON,CA,96007,,25,1,
4500194,VILLAGE GREEN,VILLAGE GREEN,P O BOX 1328,ANDERSON,CA,96007,,100,32,
4500195,STARLITE PINES MUTUAL WATER CO INC,STARLITE PINES MUTUAL WATER CO INC,P O BOX 23,SHINGLETOWN,CA,96088,,510,160,STARLITE PINES MUTUAL WATER CO INC
4500196,PALO CEDRO SHOPPING CENTER,PALO CEDRO SHOPPING CENTER,P.O. Box 36,PALO CEDRO,CA,96073,,25,7,
4500197,WHITE CENTER,WHITE CENTER,2725 DONALD LN,ANDERSON,CA,96007,,85,6,
4500199,PAUL JOLLY BUSINESS,PAUL JOLLY BUSINESS,_  P O BOX                   8,ANDERSON,CA,96007,,25,5,
4500200,AMBERWOOD MOBILE HOME PARK,AMBERWOOD MOBILEHOME PARK,201 LA COSTA CT,COTTONWOOD,CA,96022,,84,38,AMBERWOOD MOBILEHOME PARK
4500201,TOPLAND COMPANY,TOPLAND COMPANY,24324 HWY 44,PALO CEDRO,CA,96073,,30,6,
4500203,RAPID RIVER MOBILEHOME PARK,RAPID RIVER MOBILEHOME PARK,16648 SELBY DR,REDDING,CA,96002,,86,44,RAPID RIVER MOBILEHOME PARK
4500204,WHITE OAK MUTUAL WATER COMPANY,WHITE OAK MUTUAL WATER COMPANY,P O BOX 1624,COTTONWOOD,CA,96022,,415,126,WHITE OAK MUTUAL WATER COMPANY
4500205,RICK S LODGE,RICK S LODGE,_  GLENBURN STAR RTE,FALL RIVER MILLS,CA,96028,,50,14,
4500206,LAVA CREEK LODGE,LAVA CREEK LODGE,_  P O BOX                   6,FALL RIVER MILLS,CA,96028,,50,8,
4500208,CLEAR CREEK MARKET,CLEAR CREEK MARKET,7036 WESTSIDE RD #201,REDDING,CA,96001,,175,3,
4500209,YUKON MOTOR LODGE - INACTIVE,,,,CA,,,0,0,
4500210,LASSEN PINES MUTUAL WATER CO INC,LASSEN PINES MU,9367 MOUNTAIN MEADOW RD,SHINGLETOWN,CA,96088,,600,190,LASSEN PINES MUTUAL WATER CO
4500213,JOLLY GIANT FLEA MARKET,JOLLY GIANT FLEA MARKET,6719 EASTSIDE RD,ANDERSON,CA,96007,,87,1,
4500214,WEST VALLEY HIGH SCHOOL,WEST VALLEY HIGH SCHOOL,1469 FERRY ST,COTTONWOOD,CA,96022,,1100,1,
4500215,ANTLERS SHELL / SUBWAY,ANTLERS SHELL / SUBWAY,215 LAKE BLVD # 405,LAKEHEAD,CA,96051,,100,1,ANTLERS SHELL / SUBWAY
4500216,SUN OAKS RACQUET CLUB,SUN OAKS RACQUET CLUB,3452 ARGYLE RD,REDDING,CA,96002,,450,3,
4500217,ANDERSON TUCKER OAKS GOLF,ANDERSON TUCKER OAKS GOLF,P O BOX 678,ANDERSON,CA,96007,,150,5,
4500218,LAKEVIEW MARINA,LAKEVIEW MARINA,22300 JONES VALLEY RESORT DR,O'BRIEN,CA,96070,2272,90,6,
4500219,CREEKSIDE MOBILEHOME PARK,CREEKSIDE MOBILEHOME PARK,7420 GREENHAVEN DR # 125,SHINGLETOWN,CA,96088,,85,41,
4500220,JONES VALLEY RESORT,JONES VALLEY RESORT,22300 JONES VALLEY MARINA,REDDING,CA,96003,,100,3,JONES VALLEY RESORT
4500221,SHINGLETOWN PROFESSIONAL BLDG,SHINGLETOWN PROFESSIONAL BLDG,22554 BRIDLEWOOD LN,SHINGLETOWN,CA,96088,,76,6,SHINGLETOWN PROFESSIONAL BLDG
4500222,SHASTA PAPER COMPANY,SHASTA PAPER COMPANY,P O BOX 637,ANDERSON,CA,96007,,650,11,
4500223,SHASTA HOLIDAY,SHASTA HOLIDAY,_  SHASTA LAKE,MC CLOUD,CA,,,20,17,
4500224,BASSHOLE BREWS,,P O BOX 626,LAKEHEAD,CA,96051,,30,1,
4500225,FRED S MINI MALL,FRED S MINI MALL,46895_E EL DORADO,INDIAN WELLS,CA,92260,,61,4,
4500226,RIVER COVE MHP,NOBLE OAKS,3633_  CLAUDE              LN,ANDERSON,CA,96007,,0,30,
4500227,CRYSTAL CREEK REGIONAL BOY'S CAMP,CRYSTAL CREEK R,P.O. BOX 158,SHASTA,CA,96087,O,0,1,
4500228,"OUTPOST, THE","OUTPOST, THE",2210_  LAKE PARK           LN,NEWPORT BEACH,CA,92660,,40,12,
4500229,PG&E - PIT 5,PG&E - PIT 5,G ONDRICEK,BIG BEND,CA,96011,,9,5,
4500230,AIRPORT COMMERCIAL PLAZA,AIRPORT COMMERCIAL PLAZA,8796 AIRPORT RD,REDDING,CA,96002,,25,6,AIRPORT COMMERCIAL PLAZA
4500231,CHURN CREEK GOLF COURSE,CHURN CREEK GOLF COURSE,7335 CHURN CREEK RD,REDDING,CA,96002,,80,3,
4500233,ROSEBURG LUMBER CO MILL3/OFFIC,ROSEBURG LUMBER CO MILL3/OFFIC,P O BOX 697,ANDERSON,,96007,,0,38,
4500234,COTTONWOOD OAKS ESTATES,COTTONWOOD OAKS ESTATES,2701_  MAIN                ST,COTTONWOOD,CA,,,25,36,
4500235,WOODRIDGE MUTUAL WATER CO,WOODRIDGE MUTUAL WATER CO,P O BOX 8,SHINGLETOWN,CA,96088,,210,92,WOODRIDGE MUTUAL WATER CO
4500236,PG&E - LAKE GRACE & NORA,PG&E - LAKE GRACE & NORA,P O BOX 7265   P7A,SHINGLETOWN,CA,96088,,50,4,
4500237,SWEET BRIAR CAMP,SWEET BRIAR CAM,P O BOX 11,SWEETBRIAR,CA,96025,,60,55,SWEET BRIAR CAMP
4500240,A HORR WATER SYSTEM,PAUL HORR,POB 310,ROUND MOUNTAIN,CA,96084,,40,6,
4500241,MISTER TACO,MISTER TACO,14342 VICTORY BLVD,ANDERSON,CA,96007,,40,2,
4500242,COUNTRY ESTATES MUTUAL WATER CO.,COUNTRY ESTATES M W COMPANY,19563 STATTON RD,LAKEHEAD,CA,96051,,0,32,
4500243,PSEA - CAMP BRITTON,PSEA - CAMP BRITTON,1390 WILLOW PASS RD # 240,BURNEY,CA,96013,,42,2,
4500244,PSEA - CAMP SHASTA,PSEA - CAMP SHASTA,1390 WILLOW PASS RD # 240,BURNEY,CA,96013,,51,10,
4500245,PSEA - CAMP PIT,PSEA - CAMP PIT,1390 WILLOW PASS RD # 240,BURNEY,CA,96013,,108,18,
4500246,EL RIO ESTATES,EL RIO ESTATES,P O BOX 1125,ANDERSON,CA,96007,,439,155,EL RIO ESTATES
4500247,WEST COTTONWOOD APTS - INACTIVE,,,,CA,,,30,0,
4500248,SHASTA CAVERNS,SHASTA CAVERNS,20359 SHASTA CAVERNS RD,O'BRIEN,CA,96070,,200,3,SHASTA CAVERNS
4500251,SHASTA CO CSA #20 OX YOKE,SHASTA CO CSA #20 OX YOKE,1855 PLACER ST,ANDERSON,CA,96007,,112,8,
4500252,HARRISON GULCH/YOLLA BOLLA RS - INACTIVE,,,,CA,,,0,0,
