SYSTEM_NO,SYSTEM_NAM,HQNAME,ADDRESS,CITY,STATE,ZIP,ZIP_EXT,POP_SERV,CONNECTION,AREA_SERVE
4500253,"HELPING HANDS YOUTH HOMES, INC.",HELPING HANDS YOUTH HOMES INC,MIKE SHOFFNER,PALO CEDRO,CA,96073,,0,0,
4500254,ANDERSON PARK VILLAGE,ANDERSON PARK VILLAGE,3020 ARK WAY,ANDERSON,CA,96007,,110,41,ANDERSON PARK VILLAGE
4500255,SACRAMENTO RIVER RV PARK,SACRAMENTO RIVER RV PARK,P O BOX 21838,REDDING,CA,96002,,300,156,SACRAMENTO RIVER RV PARK
4500256,FRIDAY S RETREAT,FRIDAY S RETREAT,P O BOX 68,McCLOUD,CA,96057,,100,33,FRIDAY S RETREAT
4500257,BUNKER HILL WATER ASSOC - INACTIVE,,,,CA,,,0,0,
4500258,BART RITTER WATER CO - INACTIVE,,,,CA,,,0,0,
4500259,USFS - ANTLERS CAMPGROUND,USFS - ANTLERS CAMPGROUND,14538 WONDERLAND BLVD,LAKEHEAD,CA,96051,,100,20,
4500260,USFS BAILEY COVE CAMPGROUND,USFS BAILEY COVE CAMPGROUND,2150 MAIN ST # 5,O'BRIEN,CA,96070,,80,8,
4500261,USFS HIRZ BAY/DEKKAS/MOORE CR,USFS HIRZ BAY/DEKKAS/MOORE CR,14538 WONDERLAND BLVD,LAKEHEAD,CA,96051,,208,31,
4500262,USFS - GREGORY CREEK CAMP,USFS - GREGORY CREEK CAMP,14538 WONDERLAND BLVD,LAKEHEAD,CA,96051,,75,6,
4500264,JONES VALLEY CG - INACTIVE,,,,CA,,,0,0,
4500265,USFS - PACKERS BAY PICNIC AREA,USFS - PACKERS BAY PICNIC AREA,14538 WONDERLAND BLVD,LAKEHEAD,CA,96051,,25,4,
4500266,USFS UPPER SALT/NELSON/OAK GRO,USFS UPPER SALT/NELSON/OAK GRO,RHONDA WILLIAMS,LAKEHEAD,CA,96051,,60,31,
4500268,DEADLUN CG - INACTIVE,,,,CA,,,0,0,
4500269,BIG BEND RS - INACTIVE,,,,CA,,,0,0,
4500271,USFS - JENN/ELLERY/PPT/McCLOUD,USFS - JENN/ELLERY/PPT/McCLOUD,14538 WONDERLAND BLVD,LAKEHEAD,CA,96051,,100,33,USFS - JENN/ELLERY/PPT/McCLOUD
4500272,TURNTABLE BAY,SHASTA TRINITY NATIONAL FOREST,2400 WASHINGTON AVENUE,REDDING,CA,96001,,149,49,
4500273,USFS - MARINERS PT/SKI ISLAND,USFS - MARINERS PT/SKI ISLAND,2150 MAIN ST #5,REDDING,CA,96003,,60,3,
4500274,AIRPORT INDUSTRIAL PARK,AIRPORT INDUSTRIAL PARK,P O BOX 28203,REDDING,CA,96002,,90,21,AIRPORT INDUSTRIAL PARK
4500276,PLATINA CG/BASIN GULCH - INACTIVE,,,,CA,,,0,0,
4500277,USFS YOLLA BOLLA CORP YARD,USFS YOLLA BOLLA CORP YARD,P O BOX 159,PLATINA,CA,96076,,68,20,
4500278,ABERNATHY LANE WATER SYSTEM,ABERNATHY LANE WATER SYSTEM,1830_  ABERNATHY           LN,REDDING,CA,96003,,25,5,
4500279,SISKIYOU OUTBOARD CLUB - INACTIVE,,,,CA,,,0,0,
4500280,CALTRANS GIBSON MAINTENANCE STATION,CALTRANS - GIBS,1657 Riverside Drive,REDDING,CA,96001,4040,0,4,
4500281,INGOT DRINKING FOUNTAIN,INGOT DRINKING FOUNTAIN,1657_  RIVERSIDE           DR,REDDING,CA,96001,,75,1,
4500282,VISTA POINT DRINKING FOUNTAIN,VISTA POINT DRINKING FOUNTAIN,1657_  RIVERSIDE           DR,REDDING,CA,96001,,100,1,
4500283,CALTRANS-HILLCREST SRRA,ED FLORES,P.O. Box 496073,MONTGOMERY CREEK,CA,96065,4040,2500,1,
4500284,CALTRANS-O'BRIEN SRRA,O'BRIEN                 CA96070    6,,O'BRIEN,CA,96070,4040,2550,1,
4500285,CALTRANS-LAKEHEAD SRRA,ED FLORES,P.O. Box 496073,LAKEHEAD,CA,96051,4040,3500,1,
4500286,BUCKHORN DRINKING FOUNTAIN,BUCKHORN DRINKING FOUNTAIN,1657_  RIVERSIDE           DR,REDDING,CA,96001,,50,1,
4500287,OLD SHASTA DRINKING FOUNTAIN,OLD SHASTA DRINKING FOUNTAIN,1657_  RIVERSIDE           DR,REDDING,CA,96001,,50,1,
4500288,CALTRANS-PLATINA MAINTENANCE STATION,REDDING                 CA96001    6,,REDDING,CA,96001,,0,4,
4500289,CALTRANS-SHINGLETOWN SRRA,ED FLORES,P.O. Box 496073,SHINGLETOWN,CA,96088,4040,275,1,
4500290,PINE GROVE MOBILEHOME PARK,PINE GROVE MOBILEHOME PARK,829 SCHNEIDER RANCH RD,McARTHUR,CA,96056,,40,20,PINE GROVE MOBILEHOME PARK
4500291,JULIAN CHRISTIAN HIGH SCHOOL,JULIAN CHRISTIAN HIGH SCHOOL,P O BOX 2167,WHITMORE,CA,96096,,82,30,SHEPHERD S RANCH
4500292,BROOKSIDE MOBILEHOME PARK,BROOKSIDE MOBILEHOME PARK,RAY HIBSHMAN,REDDING,CA,96003,,100,42,
4500293,PACKERS BAY MARINA,PACKERS BAY MARINA,4240 MAIN ST,O'BRIEN,CA,96070,,75,2,PACKERS BAY MARINA
4500294,USFS - SIMS CAMPGROUND,USFS - SIMS CAMPGROUND,204 W ALMA,DUNSMUIR,CA,96025,,150,7,USFS - SIMS CAMPGROUND
4500295,THUNDERBIRD FOREST PRODUCTS,THUNDERBIRD FOREST PRODUCTS,P O BOX 2090,COTTONWOOD,CA,96022,,50,3,THUNDERBIRD FOREST PRODUCTS
4500297,YUKON MOTOR LODGE,YUKON MOTOR LODGE,ALBERT BAHNAMAN,LAKEHEAD,CA,96051,,0,0,
4500298,TRIPLE S RANCH,TRIPLE S RANCH,5590_  HAPPY VALLEY        RD,ANDERSON,CA,96007,,50,11,
4500299,FRENCH GULCH COUNTRY COOKHOUSE,JIM SKAGGS,POB 310,FRENCH GULCH,CA,96033,,27,25,
4500301,BEAR CREEK TRADING POST,BEAR CREEK TRADING POST,P O BOX 670,SHINGLETOWN,CA,96088,,100,12,
4500302,ANDERSON MOOSE LODGE # 509,ANDERSON MOOSE LODGE,P O BOX 733,ANDERSON,CA,96007,,75,1,ANDERSON MOOSE LODGE
4500303,TUCKER OAKS EAST WATER DISTRICT,TUCKER OAKS EAST WATER SYSTEM,P O  BOX 1154,REDDING,CA,96002,,95,34,TUCKER OAKS EAST WATER SYSTEM
4500304,PALO CEDRO PIZZA,PALO CEDRO PIZZA,PO BOX 652,PALO CEDRO,CA,96073,,80,2,
4500305,CARLOS GONZALES WATER SYSTEM,CARLOS GONZALES WATER SYSTEM,22712 ROVERN RANCH RD,SHINGLETOWN,CA,96088,,200,3,
4500306,RIVERVIEW INN,RIVERVIEW INN,4422 GOVER RD,COTTONWOOD,CA,96022,,50,2,
4500308,PONDEROSA PINES BAR & GRILL,PONDEROSA PINES BAR & GRILL,ROBERT GUY ALLEN,SHINGLETOWN,CA,96088,,35,3,
4500309,HAT CREEK HEREFORD RANCH RV PARK,HAT CREEK HEREFORD RANCH RV PK,41397 OPDYKE LN,HAT CREEK,CA,96040,,180,80,HAT CREEK HERFORD RANCH RV PK
4500310,USFS - AH-DI-NA CAMPGROUND,USFS - AH-DI-NA CAMPGROUND,204 W ALMA ST,McCLOUD,CA,96057,,85,9,USFS - AH-DI-NA CAMPGROUND
4500312,IGO INN,IGO INN,P O BOX 418,IGO,CA,96047,,120,1,IGO INN
4500313,SHASTA CO CSA # 8 PALO CEDRO,SHASTA CO CSA #8 PALO CEDRO,1855 PLACER ST,PALO CEDRO,CA,96073,,261,64,SHASTA CO CSA #8 PALO CEDRO
4500314,SHASTA CO CSA # 13 ALPINE MEADOWS,SHASTA CO CSA #13 ALPINE MEADOWS,1855 PLACER ST,SHINGLETOWN,CA,96088,,44,15,SHASTA CO CSA #13 ALPINE MEADOWS
4500315,UNITED PARCEL SVC - ANDERSON,UNITED PARCEL SVC - ANDERSON,8400 PARDEE DR,ANDERSON,CA,96007,,150,1,UNITED PARCEL SVC - ANDERSON
4500316,RANCHERIA RV PARK,RANCHERIA RV PARK,P O BOX 10,HAT CREEK,CA,96040,,150,71,RANCHERIA RV PARK LLC
4500317,"SHASTA CSA - FRENCH GULCH, #11",SHASTA CO CSA #11 FRENCH GULCH,1855 PLACER ST,FRENCH GULCH,CA,96033,,277,100,SHASTA CO CSA #11 FRENCH GULCH
4500320,NEU LODGE MOTEL,NEU LODGE MOTEL,P O BOX 533,LAKEHEAD,CA,96051,,50,1,
4500321,SERENDIPITY WATER SYSTEM,SERENDIPITY WATER SYSTEM,6315 PARK RIDGE DR,REDDING,CA,96002,,30,4,
4500322,BLACK BUTTE JUNIOR HIGH SCHOOL,BLACK BUTTE JUNIOR HIGH SCHOOL,7752 PONDEROSA WAY,SHINGLETOWN,CA,96088,,100,1,
4500323,CATTANACH TRUCKING INC,CATTANACH TRUCKING INC,P O BOX 494220,ANDERSON,CA,96007,,83,2,
4500324,MOUNTAIN MEADOWS CAMP,MOUNTAIN MEADOWS CAMP,P O BOX 494591,SHINGLETOWN,CA,96088,,150,4,
4500325,LASSEN PINES CHRISTIAN CONFERENCE CENTER,LASSEN PINES CHRISTIAN CONFERENCE CENTER,8071 MINERAL RD,VIOLA,CA,96088,,300,1,
4500326,CAMP LATIEZE,CAMP LATIEZE,1644 MAGNOLIA AVE,MANTON,CA,96059,,180,30,
4500327,JGW RV PARK,JGW RV PARK,6612 RIVERLAND DR,REDDING,CA,96002,,215,67,
4500328,GARY GARD WATER SYSTEM,GARY GARD WATER SYSTEM,P O BOX 494991,REDDING,CA,96002,,50,7,GARY GARD WATER SYSTEM
4500329,BLACK BUTTE PLAZA WATER SYSTEM,BLACK BUTTE PLAZA WATER SYSTEM,7355 BLACK BUTTE RD,SHINGLETOWN,CA,96088,,40,6,BLACK BUTTE PLAZA WATER SYSTEM
4500331,WHITMORE STORE,WHITMORE STORE,30560 WHITMORE RD,WHITMORE,CA,96096,,26,2,WHITMORE STORE
4500333,AIRPORT PLANET WATER,AIRPORT PLANET WATER,1420 RIVER PARK DR # 230,REDDING,CA,96002,,181,3,AIRPORT PLANET WATER
4500334,RAINBOW S END MOBILE HOME PARK,RAINBOW S END MOBILE HOME PARK,38052 MAIN ST,BURNEY,CA,96013,,42,30,RAINBOW'S END MOBILE HOME PARK
4500336,ANTLERS RV PARK & CAMPGROUND,ANTLERS RV PARK & CAMPGROUND,P O BOX 127,LAKEHEAD,CA,96051,,250,119,ANTLERS RV PARK & CAMPGROUND
4500337,MEEK S ANDERSON WATER SYSTEM,MEEK S ANDERSON WATER SYSTEM,6781 EASTSIDE RD,ANDERSON,CA,96007,,40,3,MEEKS ANDERSON WATER SYSTEM
4500338,SEVEN HILLS LAND & CATTLE COMPANY,SEVEN HILLS LAND & CATTLE COMPANY,28740 INWOOD RD,SHINGLETOWN,CA,96088,,125,4,SEVEN HILLS LAND & CATTLE COMPANY
4500339,MOUNTAIN VIEW PLAZA WATER SYSTEM,MOUNTAIN VIEW PLAZA WATER SYSTEM,31416 WOODRIDGE DR,SHINGLETOWN,CA,96088,,50,3,MOUNTAIN VIEW PLAZA WATER SYSTEM
4500340,MOUNT LASSEN WOODS WATER SYSTEM,MOUNTAIN LASSEN WOODS WATER SYSTEM,DRAWER 5172,SHINGLETOWN,CA,96088,,27,132,MOUNTAIN LASSEN WOODS WATER SYSTEM
4500341,HILL COUNTRY COMMUNITY CLINIC & WELLNESS,HILL COUNTRY COMMUNITY CLINIC & WELLNESS,P O BOX 228,ROUND MOUNTAIN,CA,96084,,180,2,
4500999,SHASTA COUNTY SERVICE AREA NO. 11,FRENCH GULCH,,300    119I        None,CA,one,,0,119,FRENCH GULCH
4510001,CITY OF ANDERSON,CITY OF ANDERSO,1887 HOWARD STREET,ANDERSON,CA,96007,,11147,3225,ANDERSON & VICINITY
4510002,MOUNTAIN GATE C.S.D.,MOUNTAIN GATE C,14508 WONDERLAND BOULEVARD,REDDING,CA,96003,,2227,685,MOUNTAIN GATE AREA
4510003,BURNEY WATER DISTRICT,BURNEY WATER DI,20222 Hudson St.,BURNEY,CA,96013,,3154,1330,BURNEY
4510004,"SHASTA CSA - JONES VALLEY, #6",SHASTA COUNTY S,1855 Placer Street,REDDING,CA,96001,,1119,450,
4510005,CITY OF REDDING,CITY OF REDDING,777 Cypress Ave.,REDDING,CA,96001,001,87113,28225,CITY OF REDDING
4510006,CITY OF SHASTA LAKE,CITY OF SHASTA,P.O. BOX 777,SHASTA LAKE   4510007,CA,96019,son,10293,3675,C V PROJ CITY&AREA
4510007,COTTONWOOD COUNTY WATER DIST.,COTTONWOOD COUN,P.O. BOX 2130,COTTONWOOD,CA,96022,r,2986,1190,COTTONWOOD
4510008,FALL RIVER VALLEY CSD,FALL RIVER MILL,P.O. BOX 427,FALL RIVER MILLS,CA,96028,Y,1600,488,
4510009,SHASTA FOREST VILLAGE M.W.C.,SHASTA FOREST V,30894 BAMBI DRIVE,SHINGLETOWN,CA,96088,,750,399,SHASTAFORESTVILLSUB
4510011,CENTERVILLE C.S.D.,CENTERVILLE COM,P.O. BOX 990431,REDDING,CA,96099,ng,4004,1206,CENTERVILLE
4510013,SHASTA C.S.D.,SHASTA COMMUNIT,P.O. BOX 2520,SHASTA,CA,96087,0520,2376,713,OLD SHASTA AREA
4510014,BELLA VISTA WATER DISTRICT,BELLA VISTA WAT,11368 EAST STILLWATER WAY,REDDING,CA,96003,9510,18426,6018,BELLA VISTA
4510015,DEL ORO WATER CO.-JOHNSON PARK,DEL ORO WATER -,DRAWER 5172,CHICO,CA,95927,ELL,1106,281,
4510016,CLEAR CREEK CSD-ANDERSON,CLEAR CREEK COM,5880 OAK STREET,ANDERSON,CA,96007,,8717,1932,HAPPY VALLEY
4510302,DP&R - MCARTHUR-BURNEY FALLS SP,MCARTHUR-BURNEY,P.O. BOX 2430,BURNEY,CA,96013,S,1800,5,NC BURNEY FALLS SP
4510303,DP&R - CASTLE CRAGS SP,CASTLE CRAGS ST,P.O. Box 2430,CASTELLA,CA,96017,,425,4,NC CMPG
4510503,WHISKEYTOWN NRA-CARR MEMORIAL,CARR MEMORIAL N,P.O. Box 188,WHISKEYTOWN,CA,96097,0188,131,3,CARR MEMORIAL DAY USE AREA
4510504,WHISKEYTOWN NRA-WHISKEY CREEK,WHISKEY CREEK N,P.O. Box 188,WHISKEYTOWN,CA,96095,0188,318,3,WHISKEY CREEK DAY USE AREA
4510505,WHISKEYTOWN NRA-BRANDY CREEK,BRANDY CREEK NR,P.O. Box 188,WHISKEYTOWN,CA,96095,0188,1865,14,Brandy Creek NRA
4510506,WHISKEYTOWN NRA-HEADQUARTERS,WHISKEYTOWN NRS,P.O. Box 188,WHISKEYTOWN,CA,96095,0188,31,12,
4510507,WHISKEYTOWN NRA-OAK BOTTOM,OAK BOTTOM NRA,P.O. Box 188,WHISKEYTOWN,CA,96095,0188,926,18,Oak Bottom NRA
4510508,WHISKEYTOWN NRA-DRY CREEK,DRY CREEK NRA,P.O. Box 188,WHISKEYTOWN,CA,96095,,64,2,Dry Creek NRA
4510650,USBR - SHASTA DAM,,SHASTA DAM,REDDING,,96003,,0,0,SHASTA DAM AREA & CNTR VALLEY
4510800,SUGAR PINE CONSERVATION CAMP,SUGAR PINE CONS,15905 Sugar Pine Camp Road,BELLA VISTA,CA,96008,rhea,135,1,SUGAR PINE CONSERVATION CAMP
4590005,City of Redding Reclamation,Gary Mercer,6475 Airport Road,Anderson,CA,96007,,0,0,WASTEWATER GENERATOR
4590006,City of Shasta Lake - Reclamation,City of Shasta Lake - Reclamation,P.O. Box 777,Shasta Lake,CA,96019,,0,0,WASTEWATER GENERATOR
4600001,"BOY SCOUTS OF AMERICA, CAMP O KI HI",BOY SCOUTS OF A,Packer Lake Road,SIERRA CITY,CA,96125,,60,20,
4600003,TREASURE MOUNTAIN CAMP,TREASURE MTN.,401 Old Truckee Road,SIERRAVILLE,CA,96126,,200,1,
4600004,GOLD LAKE BOY SCOUTS,GOLD LAKE BOY S,240 Court Street,SIERRA CITY,NV,96125,,30,1,
4600005,"CAMP LEONARD, SIERRA NV F.C.","CAMP LEONARD, S",35400 Highway 49,SIERRAVILLE,CA,96125,,40,1,
4600006,"CAMP WASIU II, SIERRA/NV INC.","CAMP WASIUU II,",,SIERRA CITY,CA,96125,,160,1,
4600007,"CAMP HAWLEY LAKE, BSA",CAMP HAWLEY LAK,2645 PLEASANT HILL RD.,PLEASANT HILL,CA,94523,,25,1,
4600008,BAPTIST YOUTH CAMP,BAPTIST YOUTH C,6519 Marysville Road,BROWNS VALLEY,CA,95918,,25,4,
4600009,SIERRA BROOKS PSD,SIERRA BROOKS P,P.O. Box 425,DOWNIEVILLE,CA,95936,,515,191,Sierra Brooks PSD
4600012,ALLEGHANY COUNTY W.D.,ALLEGHANY CWD,P.O. BOX 8,ALLEGHANY,CA,95910,,80,55,
4600013,GOODYEAR'S BAR WATER SYSTEM,GOODYEARS BAR W,1200 44th Street,DOWNIEVILLE,CA,95959,,0,4,
4600014,MAPLE GROVE MUTUAL WATER CO.,MAPLE GROVE MUT,Cedar Lane Area,SIERRA CITY,CA,96125,,15,8,
4600017,R.R. LEWIS SMALL WC,R.R. LEWIS WATE,,SIERRA CITY,CA,96125,,324,123,
4600018,SIERRAVILLE P.U.D.,SIERRAVILLE PUD,P.O. Box 337,SIERRAVILLE,CA,96126,,200,107,
4600019,SIERRA CO. W.W.D #1 CALPINE,SIERRA CO. W.W.,,CALPINE,CA,96124,,225,122,
4600037,NEW AGE CHURCH OF BEING-SIERRA HOT SPR.,SIERRA HOT SPRI,521 Campbell Hot Springs Road,SIERRAVILLE,CA,96126,,50,1,
4600050,MOUNTAIN BASE CAMP-GOLD LAKE,MOUNTAIN BASE C,West End of Gold Lake by Boat,SIERRA CITY,CA,96125,,25,5,
4600051,GREENE ACRES PROP. O.A.,GREENE ACRES PR,Bassetts Corner-crossrd Hwy 49/Gold Lk R,SIERRA CITY,CA,96125,DON,35,1,Greene Acres Property Owners Association
4600052,CEMETERY WATER SYSTEM,CEMETERY WATER,,SIERRA CITY,CA,96125,t,6,5,
4600053,BUTTE MWC,BUTTE'S ROAD MU,,SIERRA CITY,CA,96125,n,10,10,Butte's Road Mutual Water Co.
4600055,CENTRAL TOWN WS,CENTRAL TOWN WA,Downtown SC around Community C,SIERRA CITY,CA,96125,dric,5,14,
4600056,"SIERRA CITY WATER WORKS, INC.",SIERRA CITY WAT,25 Church St.- Office #133,SIERRA CITY,CA,95945,th,250,89,"Sierra City Water Works, Inc."
4600058,COYOTEVILLE - INACTIVE,COYOTEVILLE,15921 Highway 49,DOWNIEVILLE,CA,95936,,10,1,Coyoteville
4600059,SIERRA SHANGRI-LA,SIERRA SHANGRI-,,DOWNIEVILLE,CA,95936,,0,8,
4600060,CAMPBELL HOT SPRINGS,,,,,,,0,0,
4600061,SALMON LAKE LODGE,SALMON LAKE LOD,Off of Gold Lake Road,SIERRA CITY,CA,96125,,25,1,Salmon Lake Lodge
4600062,SHAFFER S HIGH SIERRA CAMP,YUBA-SUTTER CAM,908 11TH ST.,SIERRA CITY,CA,96125,,125,5,
4600063,CARVIN CREEK SUMMER HOME TRACT,CARVIN CREEK SU,Carvin Creek Road,SIERRA CITY,CA,96125,,25,9,
4600064,TNF-CAL-IDA WELL,CAL-IDA SPRING,Indian Valley,CAMPTONVILLE,CA,95922,ell,200,1,Cal-Ida Spring
4600065,CANYON RANCH RESORT,CANYON RANCH RE,P.O. Box 6,SIERRAVILLE,CA,96126,,0,8,
4600066,THE LURE,THE LURE,P.O. Box 84,DOWNIEVILLE,CA,95936,,20,12,
4600067,TSCHOPPS MUTUAL WATER CO.,TSCHOPPS MUTUAL,P.O. Box 13 - Highway #49,SIERRA CITY,CA,96125,,15,10,
4600068,TNF-LOGGER & STAMPEDE RC,LOGGER & STAMPE,Stampede Dam Rd. & Dog Valley,TRUCKEE,CA,95734,,1200,1,
4600069,TNF-COTTONWOOD CG,"COTTONWOOD CG,",,SIERRAVILLE,CA,96126,,75,1,
4600070,TNF-COLD CREEK CG,"COLD CREEK CG,",,SIERRAVILLE,CA,96126,,25,1,
4600071,TNF-LITTLE TRUCKEE WS,LITTLE TRUCKEE,,SIERRAVILLE,CA,96126,,75,1,
4600072,TNF-ASPEN CREEK/PASS CREEK,ASPEN CREEK/PAS,Hennes Pass Road,TRUCKEE,CA,95734,,300,1,
4600073,"BEAR VALLEY CG, TAHOE NF","BEAR VALLEY CG,",P.O. Box 6003,SIERRAVILLE,CA,96126,,0,1,
4600075,TNF-INDIAN VALLEY/ROCKY REST CG,INDIAN VALLEY/R,,DOWNIEVILLE,CA,95936,ell,95,1,
4600076,TNF-RAMSHORN CG,RAMSHORN CAMPGR,,DOWNIEVILLE,CA,95936,ell,20,1,
4600078,TNF-UNION FLAT CG,"UNION FLAT CG,",Hwy 49,DOWNIEVILLE,CA,95936,ell,40,1,
4600079,TNF-WILD PLUM CG,"WILD PLUM CG, T",Highway 49,DOWNIEVILLE,CA,95936,ell,100,1,
4600080,TNF-SARDINE LAKE/SALMON CREEK,SARDINE LAKE/SA,,SIERRA CITY,CA,96125,ell,100,1,
4600081,TNF-CHAPMAN CG,"CHAPMAN CG, TAH",,DOWNIEVILLE,CA,95936,ell,95,1,
4600082,PACKER LAKE LODGE,PACKER LAKE LOD,3901 Packer Lake Road,SIERRA CITY,CA,96125,,125,1,
4600083,MOUNTAIN VIEW MOBILE H.P.,MOUNTAIN VIEW M,,CALPINE,CA,96124,,0,1,
4600084,BASSETT'S STATION,BASSETT'S STATI,Hwy 49 & 100 Gold Lake Road,SIERRA CITY,CA,96125,liam,300,1,
4600086,HERRINGTON'S SIERRA PINES,HERRINGTON'S SI,South Side Highway 49,SIERRA CITY,CA,96125,gton,25,1,
4600087,KOKANEE KABINS,KOKANEE KABINS,15 Loganville Lane,SIERRA CITY,CA,96125,,0,6,
4600088,HASKELL CREEK,HASKELL CREEK,Highway 49 East of Bassetts,SIERRA CITY,CA,96125,,10,1,
4600089,"DOG VALLEY CG, TOIYABE NF","DOG VALLEY CG,",1536 S. Carson Street,LOYALTON,NV,96118,,50,8,
4600090,"LOOKOUT CG, CRYSTAL PEAK, TOIYABE NF","LOOKOUT CG, CRY",1536 S. Carson Street,LOYALTON,NV,96118,,18,1,
4600092,SHERWOOD PARK WS,SHERWOOD PARK W,101 Calpine Road,CALPINE,CA,96124,,19,12,
4600093,KENTUCKY MINE AND MUSEUM,KENTUCKY MINE A,1 MILE EAST OF SIERRA CITY,SIERRA CITY,CA,95936,,0,1,Kentucky Mine and Museum
4600094,SARDINE LAKE RESORT,SARDINE LAKE RE,990 Sardine Lake Road,SIERRA CITY,CA,96125,nt,200,1,
4600095,"CAMP PACKER CREEK, WOODLAND",CAMP PACKER CRE,651 Packer Lake Rd next right past BSA,SIERRA CITY,CA,96125,,30,1,"Camp Packer Creek, city of Woodland"
4600096,PLIOCENE RIDGE SCHOOL,PLIOCENE RIDGE,1999 Ridge Route Road,ALLEGHANY,CA,95910,ini,60,1,
4600097,"KENTON MINE LODGE, ALLEGHANY",KENTON MINE LOD,,ALLEGHANY,CA,95910,,20,8,
4600098,TNF-YUBA PASS CG,"YUBA PASS CG, T","Highway 49, Yuba Pass",SIERRA CITY,CA,96125,ell,40,1,
4600099,CAMP YUBA,CAMP YUBA,Highway 49,DOWNIEVILLE,CA,95936,,0,1,
4600100,SATTLEY CASH STORE,SATTLEY CASH ST,P.O. BOX 25,SATTLEY,CA,96124,,0,1,
4600101,CHRISTENSEN WATER SUPPLY,CHRISTENSEN WAT,4.5 miles No.on Brandy City Rd,CAMPTONVILLE,CA,95922,,0,5,
4600102,SIERRA PACIFIC INDUSTRIES,SIERRA PACIFIC,P.O. Box 2,LOYALTON,CA,96118,,0,1,
4600103,TNF-LOGANVILLE CG,"LOGANVILLE CG,",,LOGANVILLE,CA,96125,ell,70,1,
4600104,SIMMONS WATER SYSTEM,SIMMONS WATER S,Forest City,ALLEGHANY,CA,95910,,0,4,
4600105,KANAKA CREEK JOINT VENTURE,KANAKA CREEK JO,Off Ridge Rd. AKA 16 to 1 Mine,ALLEGHANY,CA,95910,,40,1,
4600106,HIGH COUNTRY INN,HIGH COUNTRY IN,,SIERRA CITY,CA,96125,,0,1,
4600110,HAYES FIRE HYDRANT SYSTEM,HAYES FIRE HYDR,,SIERRA CITY,CA,96125,,50,120,
4600900,BEE RANCH MUTUAL WATER COMPANY,BEE RANCH MUTUA,"Highway 49, 6mi. West of Sierr",SIERRA CITY,CA,96125,,0,6,
4605001,VISTA VERDI SUBDIVISION,CA         1,,0     18I        None,CA,one,,0,18,
4605002,GLEN TARA SUBDIVISION,1,,0      0I        None,CA,one,,0,0,
4605003,VERDI PEAKS ESTATES,CA         1,,0      0I        None,CA,one,,0,0,
4610001,CITY OF LOYALTON,CITY OF LOYALTO,210 Front Street,LOYALTON,CA,96118,S,856,362,LOYALTON
4610002,DOWNIEVILLE PUBLIC U.D.,DOWNIEVILLE PUD,,DOWNIEVILLE,CA,95936,im,282,228,Downieville
4690001,CITY OF LOYALTON WWTP,City of Loyalton WWTP,P.O. Box 128,Loyalton,CA,96118,,1,0,
4700501,LAKE SISKIYOU CAMPGROUND,LAKE SISKIYOU C,POB 276,MT SHASTA,CA,96067,,1800,1,
4700502,"MARBLE MOUNTAIN STUDS, INC.",MARBLE MOUNTAIN,POB 1307,GRASS VALLEY,CA,95945,r,0,3,
4700503,CALLAHAN WATER DISTRICT,CALLAHAN WATER,GENERAL DELIVERY,CALLAHAN,CA,96014,more,70,29,
4700506,VAN FOSSEN & MASON,VAN FOSSEN & MA,POB 706,DUNSMUIR,CA,96025,,0,7,
4700513,HORNBROOK C.S.D.,HORNBROOK WATER,P.O. Bxo 241,HORNBROOK,CA,96044,9622,280,141,HORNBROOK WATER CO
4700515,HORNBROOK AG STATION,HORNBROOK AG  S,,HORNBROOK,CA,96044,ann,5,14,
4700517,SAWYERS BAR COUNTY WATER DISTRICT,SAWYERS BAR COU,POB 1056,SAWYERS BAR,CA,96027,E,100,1,
4700521,SISKIYOU CO.SERVICE AREA #5/CARRICK,CARRICK WATER S,19350 MAPLE AVE,WEED,CA,96094,,142,58,CARRICK WATER SYSTEM
4700523,GRENADA SANITARY DISTRICT,GRENADA SANITAR,Second St. & Siskiyou Ave.,GRENADA,CA,96038,,300,140,
4700525,UNKNOWN - 4700525,,,,CA,,,0,0,
4700528,SISKIYOU CO. ROLLING HILLS MWC,ROLLING HILLS M,POB 954,YREKA,CA,96097,es,300,95,
4700529,SHASTA BELLE SUBDIVISION,,300 N MAIN ST,YREKA,,96097,,88,22,
4700531,TENNANT C.S.D.,TENNANT COMMUNI,13515 TENNANT RD,TENNANT,CA,96058,ert,94,94,
4700539,MACDOEL WATERWORKS,MACDOEL WATERWO,Highway 97,MACDOEL,CA,96058,,35,18,
4700540,NEIGHBOR'S WARM CASTLE,NEIGHBOR'S WARM,,MCCLOUD,CA,96057,,0,25,
4700541,CHATEAU SHASTA MOBILE HOME & RV PARK,CHATEAU SHASTA,704 S. OLD STAGE,MT SHASTA,CA,96067,,55,63,
4700542,ABRAMS LAKE MOBILE ESTATES,ABRAMS LAKE MOB,2601 N. OLD STAGE ROAD,MT. SHASTA,CA,96067,,135,58,
4700545,RAILROAD PARK RESORT,RAILROAD PARK C,100 RAILROAD PARK RD,DUNSMUIR,CA,96025,,60,1,
4700546,CAL ORE TRAIL MOBILE ESTATES,CAL ORE TRAIL M,1900 KELLOG WAY,WEED,CA,96094,,102,50,
